name,movie_title,number_of_lines,age_bracket,profession,religion,country_of_origin,additional_info,quote,annotated,speaker_id,movie_id,gender,description,source
caesar,bound,155,Young Adult,Criminal,Unknown,USA,,"You don't wanna shoot me, Vi. Do ya. Do ya? I know you don't.",True,u4208,m281,A man,"Caesar is a money launderer for the Mafia and has been in a relationship with Violet for five years. Later, Violet overhears Caesar and his mob associates beating and torturing Shelly, a man who has been skimming money from the business. After Mafia boss Gino Marzzone's son Johnnie shoots and kills Shelly, Caesar returns to the apartment with a bag of bloody money. Angry at Johnnie for furiously killing Shelly and splattering blood everywhere, Caesar proceeds to wash, iron and hang the money to dry. When Caesar finds the money gone, he realizes Gino will think he stole it if he runs and decides to retrieve the money from Johnnie. Panicking, Violet threatens to leave, but Caesar forces her to stay, suspecting she and Johnnie may have stolen the money and framed him. After Johnnie flirts with Violet and taunts him, Caesar pulls out a gun and tells Gino that his son stole the money. He kills Gino, Johnnie and Roy, Gino's bodyguard. Caesar tells Violet that they must find the money, dispose of the bodies, and pretend Gino and Johnnie never arrived lest their mob pals discover their absence. Unable to find the money at Johnnie's apartment, Caesar telephones Mickey, a mob buddy, telling him that Gino has yet to arrive. After discovering Corky and Violet stole the money, Caesar ties them up, threatens to torture them, and demands to know where it is. When Mickey arrives at the apartment, Caesar makes a deal with Violet to help him stall. Corky tells Caesar she has hidden the money in the next-door apartment and he goes to retrieve it. Violet escapes and calls Mickey, telling him that Caesar stole the money and forced her to keep quiet. Corky tries to stop Caesar from taking the money, but he assaults her. Violet arrives and holds Caesar at gunpoint; she informs him Mickey is coming and that he should run while he can. When Caesar refuses, Violet kills him.",https://en.wikipedia.org/wiki/Bound_(1996_film)
wigand,the insider,141,Adult,"Former Researcher, Current Teacher",Unknown,USA,Played by Russell Crowe. ,You fought for me? You manipulated me!,True,u1510,m101,A man,"Jeffrey Wigand is a former executive at the Brown & Williamson tobacco company. Wigand, though apparently possessing very damaging information, is hesitant to jeopardize his severance package with B&W by revealing anything.",https://en.wikipedia.org/wiki/The_Insider_(film)
tom,the horse whisperer,110,Adult,Horse Whisperer,Unknown,USA,,"You get born a bull you have a 90% chance of being castrated. Served up as hamburger. So on balance, I reckon I'd choose bein' a cow.",True,u5684,m376,A man,"Tom Booker is a 'horse whisperer' in the remote Montana mountains. Tom agrees to help heal Pilgrim, but only if Grace also takes part in the process. Tom and Annie begin to develop a mutual attraction. However, they are both reluctant to act on these feelings – Annie is married and Tom had his heart broken before (his wife left him because she belonged in the city). Tom also asks Grace to tell him what happened with her and Pilgrim to understand what Pilgrim is feeling. The status quo between Tom and Annie is broken when Robert MacLean unexpectedly shows up at the ranch. Soon, with Tom's help, Grace finally takes the last step to heal herself and Pilgrim – riding Pilgrim again. Annie departs, driving away from the ranch, while Tom watches her go from the top of a hill.",https://en.wikipedia.org/wiki/The_Horse_Whisperer_(film)
bo catlett,get shorty,91,Adult,Limo Service Owner,Unknown,USA,,"You gonna smoke, then you get the hell off my six-hundred-dollars-a-yard carpet. Now, I told you where the money is, all you have to do is go and get it.",True,u1069,m70,A man,"Bo's limo service serves as a drug front. Bo is Harry's investor; he has invested 200,000 dollars. Bo has left $500,000 in a locker at Los Angeles International Airport for his Colombian contacts to collect. At Bo's cliffside home, Yayo threatens to inform on Bo if he is arrested with the cash; Bo shoots Yayo, knocking him over the deck railing, and plans to eliminate Chili in a similar fashion.",https://en.wikipedia.org/wiki/Get_Shorty_(film)
bandit,smokey and the bandit,194,Adult,Retired Trucker,Unknown,USA,,"You got to stop thinkin’ so negative son. We ain’t not never made it yet, have we?",True,u2815,m185,A man,"Local legend Bo ""Bandit"" Darville is found at a roadeo at Lakewood Fairgrounds and is offered US$80,000 to haul 400 cases of Coors from Texarkana to Atlanta in 28 hours. Bandit attracts police attention.",https://en.wikipedia.org/wiki/Smokey_and_the_Bandit
floyd,2001: a space odyssey,59,Adult,Scientist,Unknown,USA, ,You guys have really come up with somethin',True,u55,m3,,"Doctor Heywood R. Floyd was the chairman of the National Council of Astronautics on Earth. A middle-aged man, Floyd's position often required him to make various interplanetary journeys, including trips to Mars and the moon. ",https://headhuntersholosuite.fandom.com/wiki/Heywood_R._Floyd
clarence,true romance,250,Young Adult,"Comic Book Store Worker, Amateur Drug Dealer",Unknown,USA,,"You just said you love me, now if I say I love you and just throw caution to the wind and let the chips fall where they may and you're lying to me I'm gonna fuckin' die.",True,u8633,m586,A man,"Clarence Worley is known for his obsession with Elvis Presley, comic books, and movies. He wears Elvis sunglasses and imagines that Elvis, refered to as 'the Mentor', talks to him, he's married to Alabama Whitman.",https://tarantino-universe.fandom.com/wiki/Clarence_Worley
ordell,jackie brown,240,Adult,Criminal (Arms Trafficker,Unknown,USA,,"You keep fuckin' with me, you're gonna be asleep forever.",True,u1598,m105,A man,"Ordell Robbie, a gun runner in Los Angeles, gets money smuggled in from Mexico to LA by Jackie. When his courier, Beaumont Livingston, is arrested, Ordell bails him out with bail bondsman Max Cherry, then kills Livingston later that night, fearing that Livingston would turn informant. Ordell's surfer-girl. Jackie is sent to jail, which alerts Ordell. Having been paid by Ordell, Cherry bails Jackie out. Ordell arrives at Jackie's apartment shortly thereafter to kill her; after she pulls a gun on him, it is revealed she stole it from Cherry's glovebox. She negotiates a deal with Ordell whereby she pretends to help the authorities while smuggling in $550,000 of his money. Ordell brings in Louis Gara, a criminal associate and former cellmate, just released from prison. During a money smuggle, Ordell is livid upon discovering most of the money is missing and realizes Jackie is the culprit. Ordell kills Louis after the latter confesses to seeing Max Cherry in the mall but not thinking anything of it. Ordell leaves with the money and turns his anger towards Cherry, whom he now knows helped Jackie. Ordell instructs Cherry to tell Jackie that Ordell will kill them if he doesn't get his money back, and if Jackie goes to the cops, he will name her as an accessory. Cherry goes to Ordell's house and tells him that Jackie, frightened, is waiting in Cherry's office with the money for him. Ordell holds Cherry at gunpoint as they enter his office. Nicolette jumps out (with Dargus, and Winston as Cherry's backup) and kills Ordell.",https://lionheadthemovies.fandom.com/wiki/Jackie_Brown
flaemmchen,grand hotel,126,Adult,Stenographer,Unknown,Germany,,You know I always say that nothing should be left hanging over. And names are like that.,True,u1188,m78,A woman,"Hired by Preysing to assist him, Flaemmchen aspires to be an actress and shows Preysing some magazine photos for which she posed. Preysing needs to travel to England, and Flaemmchen is asked to accompany him. When she sees Preysing kill Baron, Flaemmchen tells Kringelein. At the end of the film, when Kringelein offers to take care of Flaemmchen, she suggests they seek a cure for his illness. They leave the hotel together.",https://en.wikipedia.org/wiki/Grand_Hotel_(1932_film)
sonny,dog day afternoon,246,Adult,Unemployed,Unknown,USA,"Based upon a real-life incident which occurred in August 1972 in which a Chase Manhattan Bank branch in Gravesend, Brooklyn, New York, was held siege by Sonny, a Vietnam veteran turned bank robber determined to steal enough money ($2500) for his ""wife"" (Leon, a trans woman; the two, were, according to an onscreen TV news report, married in a church by a priest who was defrocked shortly after, although Leon says to the police that Sal is ""married and has children"") to undergo a sex change operation. (The real life character upon whom Leon is based did, in fact, get the operation.)","You know I can call anybody, they'd put it on the phone? The Pope, an astronaut, the wisest of the wise... Who do I have to call?",True,u4866,m324,A man,,
gene,nick of time,144,Adult,Accountant,Unknown,USA,,You know something? My wife always said that I had a problem trusting people.,True,u2271,m146,A man,"Gene Watson is a public accountant with a 6 year old daughter. Gene is mild-mannered, separated and widowed. Because of Gene's ordinary looks, he is approached by a pair of sinister people named Smith and Jones. Gene makes several attempts to warn people about his situation. Gene becomes a killer - he kills Smith - which goes against everything he ever wanted to do. ",https://en.wikipedia.org/wiki/List_of_common_misconceptions
talley,hostage,154,Adult,Former Hostage Negotiator,Unknown,USA,Played by Bruce Willis,You know what cops do when they retire? They play golf. I don't want to play golf. I hate fucking golf.,True,u5891,m389,A man,"Former L.A. SWAT officer Jeff Talley was a hostage negotiator in Los Angeles, after being traumatized in a hostage situation gone wrong, moves with his family and becomes police chief in Bristo Camino, Ventura County. A year later, Talley finds himself in another hostage situation.",https://en.wikipedia.org/wiki/Hostage_(2005_film)
max,jackie brown,247,Adult,Bail Bondsman,Unknown,USA,,"You know, a good cop will never let you know he knows you're full of shit.",True,u1595,m105,A man,"Max Cherry is hired by Ordell to bail out courier, Beaumont Livingston, when he is arrested. In a planned sting, Jackie plans to keep the $500,000 for herself but Max Cherry is recruited and offered a cut. After Jackie leaves the test run, Max observes an unknown woman swap bags with Sheronda. Ordell instructs Max Cherry to tell Jackie that Ordell will kill them if he doesn't get his money back. Max Cherry goes to Ordell's house and tells him that Jackie, frightened, is waiting in Cherry's office with the money for him. Ordell holds Max Cherry at gunpoint as they enter his office. When charges are dropped at the end of the film, Max Cherry declines Jackie's invitation to join her in Madrid and they kiss goodbye.",https://en.wikipedia.org/wiki/Jackie_Brown
